annee,topic,mot,poids
2005.0,4,change,0.006090947
2005.0,4,policy,0.0060853246
2005.0,4,social,0.0057936395
2005.0,4,waste,0.0052803215
2005.0,5,energy,0.019217124
2005.0,5,environment,0.013413114
2005.0,5,environmental,0.0112062795
2005.0,5,development,0.0067355824
2005.0,5,climate,0.006000292
2005.0,5,sustainable,0.005758247
2005.0,5,directive,0.005305861
2005.0,5,waste,0.0050727935
2005.0,5,public,0.00501943
2005.0,5,social,0.0049435673
2006.0,0,energy,0.03234932
2006.0,0,environment,0.012854264
2006.0,0,environmental,0.011009823
2006.0,0,policy,0.008586235
2006.0,0,sustainable,0.0074974466
2006.0,0,development,0.0064119995
2006.0,0,climate,0.0059817107
2006.0,0,europe,0.0050505167
2006.0,0,emissions,0.004922164
2006.0,0,protection,0.0046732817
2006.0,1,energy,0.002760253
2006.0,1,environment,0.0019034735
2006.0,1,environmental,0.0016554525
2006.0,1,sustainable,0.001320355
2006.0,1,social,0.0013064349
2006.0,1,policy,0.0011363565
2006.0,1,report,0.001010493
2006.0,1,development,0.00093713636
2006.0,1,important,0.00082188606
2006.0,1,states,0.00076374254
2006.0,2,energy,0.0023593055
2006.0,2,environment,0.0022037432
2006.0,2,environmental,0.0010069621
2006.0,2,sustainable,0.0009487226
2006.0,2,policy,0.00090895325
2006.0,2,protection,0.0007918001
2006.0,2,development,0.0007559902
2006.0,2,social,0.0007483775
2006.0,2,europe,0.0006038958
2006.0,2,health,0.00059812627
2006.0,3,energy,0.03328247
2006.0,3,environment,0.015078463
2006.0,3,environmental,0.01014223
2006.0,3,policy,0.008139744
2006.0,3,sustainable,0.006299821
2006.0,3,development,0.0058394545
2006.0,3,health,0.0051640878
2006.0,3,member,0.0051367097
2006.0,3,states,0.005110974
2006.0,3,europe,0.0045465347
2006.0,4,energy,0.0023743154
2006.0,4,environment,0.0011609638
2006.0,4,environmental,0.001140974
2006.0,4,sustainable,0.0008477125
2006.0,4,development,0.00067339203
2006.0,4,directive,0.0006599864
2006.0,4,policy,0.00065986573
2006.0,4,emissions,0.00059980684
2006.0,4,health,0.00058447436
2006.0,4,states,0.00057905423
2006.0,5,energy,0.0016567329
2006.0,5,environment,0.0011149428
2006.0,5,environmental,0.00068764086
2006.0,5,sustainable,0.0005873058
2006.0,5,social,0.00046083037
2006.0,5,emissions,0.00045970926
2006.0,5,europe,0.0004542788
2006.0,5,development,0.0004425571
2006.0,5,protection,0.00040855107
2006.0,5,policy,0.0004060221
2007.0,0,energy,0.036367647
2007.0,0,climate,0.016658591
2007.0,0,environment,0.01135376
2007.0,0,policy,0.011236605
2007.0,0,environmental,0.00999946
2007.0,0,change,0.009944516
2007.0,0,waste,0.0070994073
2007.0,0,emissions,0.0062183943
2007.0,0,protection,0.0057748905
2007.0,0,sustainable,0.005755327
2007.0,1,energy,0.0026991756
2007.0,1,environmental,0.0025348144
2007.0,1,environment,0.0025322922
2007.0,1,climate,0.0024818217
2007.0,1,change,0.0021797656
2007.0,1,maritime,0.0018392819
2007.0,1,protection,0.0014837467
2007.0,1,development,0.0014188284
2007.0,1,policy,0.0014044543
2007.0,1,sustainable,0.001395664
2007.0,2,malta,0.0047974116
2007.0,2,energy,0.004166621
2007.0,2,environmental,0.0022644151
2007.0,2,immigration,0.0016524133
2007.0,2,environment,0.0016312168
2007.0,2,mandate,0.0012311613
2007.0,2,climate,0.0012237226
2007.0,2,sustainable,0.0010931569
2007.0,2,development,0.0010644224
2007.0,2,change,0.0010417599
2007.0,3,energy,0.028550817
2007.0,3,climate,0.011436747
2007.0,3,environment,0.010304346
2007.0,3,change,0.009361293
2007.0,3,emissions,0.008378325
2007.0,3,environmental,0.008296051
2007.0,3,sustainable,0.005975614
2007.0,3,policy,0.005446458
2007.0,3,development,0.005302255
2007.0,3,waste,0.005120449
2007.0,4,energy,0.022458682
2007.0,4,environment,0.013821511
2007.0,4,environmental,0.011366941
2007.0,4,climate,0.011132484
2007.0,4,change,0.008261515
2007.0,4,policy,0.007636933
2007.0,4,sustainable,0.006765358
2007.0,4,development,0.0054978286
2007.0,4,waste,0.0053975466
2007.0,4,protection,0.004976422
2007.0,5,energy,0.010452241
2007.0,5,black,0.006102101
2007.0,5,development,0.005646227
2007.0,5,transport,0.0038574315
2007.0,5,common,0.0037379556
2007.0,5,member,0.0037320403
2007.0,5,states,0.0036323087
2007.0,5,policy,0.0034001782
2007.0,5,pollution,0.0033598
2007.0,5,romania,0.0031117618
2008.0,0,climate,0.021845004
2008.0,0,energy,0.017040523
2008.0,0,change,0.011460938
2008.0,0,emissions,0.011162657
2008.0,0,environment,0.010296443
2008.0,0,environmental,0.009465668
2008.0,0,policy,0.004993646
2008.0,0,carbon,0.0048753964
2008.0,0,need,0.0047487463
2008.0,0,sustainable,0.0045336518
2008.0,1,energy,0.025802532
2008.0,1,climate,0.016370887
2008.0,1,change,0.012352448
2008.0,1,environment,0.008746463
2008.0,1,environmental,0.007802623
2008.0,1,emissions,0.007423736
2008.0,1,report,0.006164755
2008.0,1,waste,0.0053960485
2008.0,1,europe,0.005027054
2008.0,1,sustainable,0.004967345
2008.0,2,energy,0.026167767
2008.0,2,environment,0.011523039
2008.0,2,climate,0.0114527885
2008.0,2,change,0.009588356
2008.0,2,emissions,0.007721349
2008.0,2,environmental,0.006687715
2008.0,2,policy,0.0049896585
2008.0,2,member,0.004823495
2008.0,2,sustainable,0.0047916644
2008.0,2,states,0.004743927
2008.0,3,energy,0.029882219
2008.0,3,climate,0.01439953
2008.0,3,change,0.010540989
2008.0,3,environmental,0.0104063675
2008.0,3,environment,0.01039167
2008.0,3,policy,0.006122469
2008.0,3,development,0.0056070443
2008.0,3,sustainable,0.005538688
2008.0,3,emissions,0.0053902604
2008.0,3,protection,0.0048348354
2008.0,4,energy,0.0014803093
2008.0,4,climate,0.0011366063
2008.0,4,environment,0.00089946756
2008.0,4,change,0.00083135784
2008.0,4,environmental,0.00072472065
2008.0,4,policy,0.0005182326
2008.0,4,sustainable,0.00051676296
2008.0,4,countries,0.00048146298
2008.0,4,emissions,0.00047770294
2008.0,4,report,0.00046467842
2008.0,5,climate,0.025097651
2008.0,5,energy,0.025024684
2008.0,5,environment,0.012849547
2008.0,5,change,0.012172003
2008.0,5,emissions,0.011067569
2008.0,5,environmental,0.009028879
2008.0,5,policy,0.007608542
2008.0,5,sustainable,0.006057882
2008.0,5,package,0.005509039
2008.0,5,important,0.0045372043
2009.0,0,energy,0.032627255
2009.0,0,climate,0.02030742
2009.0,0,change,0.01227939
2009.0,0,environment,0.008192099
2009.0,0,environmental,0.006822241
2009.0,0,policy,0.0065416996
2009.0,0,emissions,0.0063604894
2009.0,0,sustainable,0.0062368535
2009.0,0,security,0.0055835736
2009.0,0,economic,0.0055590007
2009.0,1,energy,0.03603883
2009.0,1,climate,0.012757749
2009.0,1,change,0.009326643
2009.0,1,environment,0.008729586
2009.0,1,environmental,0.007749265
2009.0,1,efficiency,0.007047653
2009.0,1,sustainable,0.0069974936
2009.0,1,development,0.006158096
2009.0,1,economic,0.006102042
